customer_id,region,energy_consumption_kwh,peak_hours_usage,off_peak_usage,renewable_energy_pct,billing_amount,household_size,temperature_avg,income_bracket,smart_meter_installed,time_of_day_pricing,annual_energy_trend,solar_panel,target_high_usage
922,Pennsylvania,1455.59,749.69,641.21,23.47,352.05,5,12.61,Low,True,True,-3.75,True,True
923,Virginia,427.22,266.69,202.22,44.39,416.4,3,37.17,Low,True,False,7.83,False,False
924,Virginia,1042.44,396.7,113.39,4.56,229.49,4,7.64,Low,True,False,4.79,False,True
925,New York,519.09,110.24,462.16,49.98,88.73,6,19.22,Medium,True,True,2.76,False,False
926,Minnesota,1132.83,715.53,112.3,92.87,298.88,7,32.47,High,True,True,6.69,False,True
927,Vermont,1209.87,208.2,292.55,2.45,104.45,4,37.94,Medium,True,False,5.35,True,True
928,Delaware,1075.45,703.03,325.33,63.1,57.68,7,29.96,Low,False,True,9.23,False,True
929,Texas,998.85,330.57,405.9,83.58,400.36,6,36.78,Medium,True,False,1.96,True,False
930,Wisconsin,1360.21,357.69,694.58,31.25,231.53,3,13.19,Medium,True,True,5.66,False,True
931,Rhode Island,302.21,127.39,193.64,13.15,286.25,5,28.23,Medium,False,True,1.89,False,False
932,Indiana,630.19,328.82,294.24,4.33,348.28,6,-5.27,Medium,True,True,-0.83,False,False
933,South Carolina,522.77,721.85,135.96,64.39,230.46,1,19.69,Medium,True,True,-0.21,False,False
934,Utah,1484.42,117.88,444.95,55.22,73.01,2,-9.32,Medium,True,True,3.88,False,True
935,Delaware,706.21,384.43,522.99,22.93,163.73,3,3.0,High,False,True,-2.29,False,False
936,Arizona,1152.4,121.98,363.35,83.16,137.45,6,23.28,High,True,False,2.58,True,True
937,Ohio,1090.14,359.65,209.79,73.55,489.83,4,-1.42,Low,True,True,5.4,False,True
938,South Dakota,475.71,220.85,453.58,27.64,382.78,7,0.01,Medium,True,True,3.05,True,False
939,Missouri,510.7,276.55,400.45,75.34,253.2,7,-6.91,High,True,True,3.44,True,False
940,Indiana,565.67,714.32,161.27,24.5,78.52,5,27.37,Medium,False,False,-1.81,False,False
941,Nevada,734.47,405.23,313.69,67.53,102.13,6,12.4,Low,True,True,4.86,True,False
942,Kentucky,504.62,291.66,332.88,11.85,415.8,2,34.4,Medium,False,True,3.96,True,False
943,Idaho,225.55,512.54,688.7,69.22,475.45,3,8.11,Low,True,True,3.0,True,False
944,Michigan,1343.21,199.47,602.04,23.88,64.11,1,11.76,Low,True,False,5.44,True,True
945,Idaho,1455.29,281.57,527.34,57.25,459.68,1,14.75,Low,True,False,5.51,True,True
946,Wyoming,644.04,482.37,627.71,17.25,221.25,4,33.05,High,True,False,5.38,True,False
947,Georgia,640.06,266.27,528.06,72.6,146.13,4,4.61,Medium,True,True,-2.89,False,False
948,Arizona,209.22,575.39,637.21,6.09,96.0,4,-7.42,High,False,True,3.83,True,False
949,Nevada,1084.33,444.04,85.46,16.54,397.29,3,21.36,High,False,True,5.48,False,True
950,New Mexico,1273.07,640.39,346.44,18.41,261.01,1,31.29,High,False,True,4.13,True,True
951,Idaho,390.59,763.77,535.48,4.13,424.59,1,17.81,Medium,True,True,-2.11,True,False
952,Alaska,407.57,181.06,429.14,74.5,151.77,4,6.02,Medium,False,False,-4.64,False,False
953,Indiana,1227.11,334.27,163.86,98.1,355.36,4,21.52,Medium,True,True,4.13,True,True
954,South Dakota,1001.18,323.68,271.32,77.84,103.15,7,39.55,Low,False,True,-1.69,True,True
955,North Carolina,258.32,205.83,256.55,86.06,90.39,5,18.7,Medium,True,True,7.41,False,False
956,South Dakota,1009.31,667.21,219.88,0.6,110.03,7,5.76,High,True,False,9.03,True,True
957,Kansas,601.59,631.92,273.04,11.79,414.01,1,2.18,High,True,True,7.58,False,False
958,Utah,679.34,439.1,384.65,55.9,345.03,4,39.91,Low,True,False,-2.44,False,False
959,Georgia,1200.65,476.44,605.66,97.79,124.68,7,32.52,Low,True,False,7.28,False,True
960,Virginia,1254.22,141.68,532.32,66.07,223.15,4,3.97,High,True,True,-2.32,True,True
961,Connecticut,720.46,488.86,592.91,37.41,393.66,4,3.12,Low,True,True,-0.53,False,False
962,Vermont,1431.3,653.94,624.34,14.61,178.55,6,30.18,High,True,True,7.42,False,True
963,Kentucky,728.4,501.68,320.5,15.28,464.57,5,39.61,Medium,True,True,-2.82,False,False
964,Missouri,1203.39,285.71,274.92,36.28,461.57,1,13.28,High,True,False,-2.18,False,True
965,New Jersey,829.04,567.28,87.46,71.38,298.81,1,1.36,High,False,True,7.68,True,False
966,Utah,1366.79,353.04,654.82,3.18,334.39,1,1.52,Medium,False,False,9.81,False,True
967,Arizona,1380.09,481.41,92.78,85.22,343.95,5,29.87,Low,True,True,4.54,False,True
968,Alaska,313.64,441.3,531.74,94.16,166.31,3,20.25,Low,True,True,4.26,True,False
969,Utah,1417.44,366.82,295.77,88.88,214.39,5,21.69,Medium,True,True,3.11,False,True
970,Missouri,1273.2,603.21,666.71,91.3,111.17,7,-0.28,Low,True,False,-1.33,True,True
971,South Dakota,1228.7,718.71,322.74,1.53,466.19,6,-3.48,High,True,True,-4.43,False,True
972,Wisconsin,461.18,103.65,580.8,97.78,375.73,2,-9.47,Low,True,True,1.75,False,False
973,Mississippi,1246.65,753.53,233.73,36.64,70.86,7,35.76,Medium,True,False,7.7,False,True
974,Ohio,1305.17,458.06,244.41,86.93,297.22,6,7.75,Medium,True,False,8.33,False,True
975,Ohio,575.9,590.51,437.09,18.68,204.38,7,27.9,High,False,False,2.58,False,False
976,Wisconsin,1437.94,698.94,698.69,44.65,416.88,5,34.22,High,False,True,9.1,True,True
977,Connecticut,264.82,426.97,386.42,4.42,204.71,7,19.93,Medium,False,True,3.46,False,False
978,Alaska,394.88,684.48,658.6,4.01,339.87,2,11.21,Medium,True,True,6.39,False,False
979,Wisconsin,898.86,224.33,561.06,94.33,124.58,7,-8.07,Medium,True,True,1.63,False,False
980,Tennessee,948.53,211.42,567.31,81.06,301.44,6,6.86,Medium,True,True,-3.77,True,False
981,Michigan,1038.7,560.23,333.37,52.98,182.25,4,6.08,High,False,False,7.57,True,True
982,Michigan,222.06,709.1,301.25,52.55,124.2,7,18.32,Medium,True,False,9.15,False,False
983,Nebraska,1448.48,724.7,174.75,74.88,328.67,2,28.2,High,False,True,5.85,False,True
984,Vermont,257.96,550.62,676.56,34.17,337.39,5,25.56,Medium,True,True,1.13,False,False
985,Vermont,385.98,467.84,673.61,76.19,492.51,3,33.5,High,True,True,7.91,True,False
986,Hawaii,218.22,331.98,535.59,48.5,351.1,1,-7.66,Medium,True,True,4.47,False,False
987,Illinois,936.92,786.0,242.56,63.79,282.07,5,20.25,High,True,False,-4.96,False,False
988,Louisiana,1411.95,323.79,209.37,96.48,460.68,1,-0.55,Low,True,True,9.03,False,True
989,California,1065.73,620.93,692.6,47.13,422.73,6,38.63,Medium,True,True,1.94,True,True
990,Montana,1269.45,472.39,93.25,41.84,296.94,2,10.46,High,True,True,-2.38,False,True
991,Ohio,217.27,525.96,598.32,90.57,280.11,4,21.19,Low,True,False,-2.25,True,False
992,Nebraska,904.62,375.44,281.05,90.26,473.89,4,7.58,High,True,False,0.12,False,False
993,Connecticut,797.43,775.38,322.27,99.24,327.71,5,1.01,Low,True,True,-4.36,False,False
994,Connecticut,848.66,500.18,590.79,55.09,371.2,7,24.39,High,False,False,-0.42,False,False
995,Florida,293.88,756.45,108.89,34.43,89.01,2,36.96,Low,True,True,-3.63,True,False
996,Maryland,1089.77,105.31,280.21,24.04,373.24,2,-7.03,Medium,True,True,-1.97,False,True
997,Hawaii,854.19,500.87,668.82,3.41,169.11,1,31.26,Low,True,True,-4.73,True,False
998,Hawaii,1194.69,602.03,504.39,72.67,101.99,6,7.08,Low,True,False,5.22,True,True
999,Nebraska,830.88,621.56,540.71,23.35,432.35,7,-3.95,Medium,True,False,3.63,False,False
1000,Kentucky,394.2,733.48,542.38,60.66,361.04,6,25.66,Low,True,True,-3.62,True,False
1001,Oklahoma,1042.73,103.08,89.37,91.66,233.4,2,-5.88,Medium,True,False,6.63,False,True
1002,Arizona,424.1,100.23,182.08,95.02,244.14,7,26.39,Medium,False,True,5.32,True,False
1003,Vermont,1334.11,430.58,369.32,0.44,138.7,3,11.79,High,True,True,-2.68,False,True
1004,Arizona,997.05,120.51,289.3,31.71,54.3,4,-1.76,Medium,True,False,-4.38,True,False
1005,Washington,404.37,782.17,317.09,83.74,207.21,6,-2.14,Medium,False,False,-2.97,False,False
1006,Idaho,1451.04,255.45,557.94,53.64,116.79,3,27.41,Low,False,False,-3.25,False,True
1007,Maryland,873.88,430.87,59.54,80.75,239.78,6,31.41,Low,True,False,4.16,False,False
1008,Montana,294.77,142.8,479.32,85.33,425.22,3,24.28,Medium,True,False,-4.23,True,False
1009,New Jersey,1014.88,465.43,50.07,44.26,101.64,1,26.04,High,False,False,-0.34,False,True
1010,Utah,529.16,365.97,90.99,35.9,91.29,2,32.41,Low,True,True,0.39,True,False
1011,Indiana,1244.8,131.26,315.39,45.54,455.95,1,11.43,Low,True,True,-3.71,False,True
1012,Georgia,1263.17,334.59,596.62,65.28,385.31,6,-1.62,Medium,True,False,0.15,False,True
1013,Ohio,1472.63,374.01,144.25,36.72,73.88,4,8.86,Medium,True,True,3.49,True,True
1014,Florida,852.43,792.95,410.5,77.5,85.81,7,38.96,High,False,True,-0.17,False,False
1015,Hawaii,791.44,245.52,491.03,90.4,358.22,1,12.42,Medium,True,True,8.96,False,False
1016,Connecticut,1179.52,481.35,199.2,28.23,216.65,6,36.19,Low,True,False,-0.71,True,True
1017,Delaware,372.21,791.12,383.01,96.5,375.88,3,25.14,Medium,True,True,4.76,False,False
1018,Minnesota,910.99,654.41,642.41,62.27,232.0,7,26.89,Low,False,True,3.08,False,False
1019,Connecticut,910.12,795.36,382.95,87.82,485.5,1,-0.49,High,False,False,0.63,True,False
1020,Nevada,316.32,777.81,152.26,10.39,362.49,2,8.44,Medium,True,True,9.53,False,False
1021,New Hampshire,743.38,442.68,458.08,25.15,70.98,1,26.62,Medium,True,True,7.88,False,False
1022,North Dakota,1309.27,587.46,434.93,32.1,198.73,2,22.78,Medium,False,True,-1.99,True,True
1023,Georgia,1313.0,177.31,67.52,30.28,303.62,7,33.13,Low,False,False,9.59,False,True
1024,Idaho,329.01,408.8,108.89,17.19,113.84,7,0.5,Medium,False,True,-4.71,False,False
1025,Louisiana,317.94,666.31,151.91,86.82,51.13,3,27.42,Low,True,True,-4.84,False,False
1026,Wisconsin,541.5,453.73,138.59,41.86,85.69,2,-8.03,Medium,True,True,-3.57,True,False
1027,Virginia,1337.2,591.89,218.65,96.31,285.92,2,4.99,Low,True,True,0.33,True,True
1028,Maine,367.57,622.03,345.17,58.35,334.51,7,21.52,Medium,True,False,0.47,False,False
1029,Washington,1136.0,277.43,291.62,13.84,91.81,6,39.0,Medium,False,True,-4.16,False,True
1030,Montana,331.52,712.99,628.92,54.59,349.32,2,39.47,High,True,False,6.15,False,False
1031,Washington,1010.08,421.88,447.87,99.35,327.71,7,11.96,High,True,True,-0.19,True,True
1032,Oklahoma,662.89,247.13,619.49,56.52,472.95,7,28.23,Medium,True,True,9.22,False,False
1033,Connecticut,1225.59,705.79,392.58,0.19,428.3,6,20.02,Low,True,True,9.97,True,True
1034,New York,503.8,392.47,108.42,93.31,474.46,2,25.45,Medium,True,True,5.35,False,False
1035,Minnesota,1030.96,625.22,351.14,23.49,484.75,4,26.6,Low,True,True,-3.27,True,True
1036,Connecticut,506.39,483.62,584.32,68.85,248.36,5,17.37,Medium,True,True,2.76,False,False
1037,Kansas,1127.76,367.31,176.17,51.51,269.56,6,30.7,Low,False,True,6.77,False,True
1038,California,1335.78,666.91,109.29,32.54,176.73,4,19.22,High,False,True,8.77,True,True
1039,Virginia,364.84,509.13,264.13,28.26,278.79,1,-4.97,Low,True,False,1.4,True,False
1040,South Dakota,1326.57,373.39,302.78,92.88,117.82,4,39.46,Low,True,False,-5.0,False,True
1041,Kentucky,971.65,176.72,249.07,91.19,352.14,4,5.19,Low,True,True,1.1,False,False
1042,Colorado,365.24,726.81,137.91,51.31,61.22,2,38.21,Medium,True,True,3.59,False,False
1043,Missouri,755.8,124.83,213.05,25.85,156.03,1,4.63,Medium,True,False,-3.33,False,False
1044,New York,409.12,704.23,493.48,10.23,143.63,1,32.66,Low,False,False,4.69,True,False
1045,Alabama,1110.45,351.97,300.85,15.66,472.05,3,24.48,Medium,True,True,3.44,False,True
1046,Wyoming,1186.53,547.54,461.16,52.23,115.21,2,7.84,High,True,False,2.17,True,True
1047,Connecticut,337.54,745.54,398.6,30.78,450.85,4,36.9,Low,True,False,3.14,False,False
1048,Connecticut,857.98,206.19,406.88,4.21,105.96,3,19.16,Medium,True,False,-4.55,False,False
1049,Kansas,1259.01,496.87,211.56,45.52,342.81,3,31.49,Medium,True,True,6.29,False,True
1050,Wisconsin,1417.01,635.1,389.0,74.62,193.95,6,29.85,Medium,True,True,5.48,True,True
1051,Colorado,867.57,630.31,65.34,89.17,192.2,7,-7.68,Medium,True,False,-1.99,True,False
1052,New Mexico,1435.36,467.94,330.63,58.53,499.22,7,3.44,Medium,True,False,-3.85,False,True
1053,Oregon,896.4,537.32,422.2,72.33,151.72,7,13.61,Medium,True,False,0.89,False,False
1054,Ohio,712.45,630.27,168.3,36.41,141.15,4,36.65,Medium,True,False,6.36,True,False
1055,Indiana,1302.66,688.72,216.76,49.62,315.2,7,-6.88,Medium,False,True,0.93,True,True
1056,North Dakota,840.88,633.27,192.7,72.96,383.34,1,-0.72,Low,True,True,5.84,True,False
1057,West Virginia,813.47,347.8,95.86,72.77,492.13,2,21.23,Medium,False,False,6.65,False,False
1058,Iowa,837.41,797.71,276.11,42.45,365.64,2,22.63,Medium,True,True,-4.31,True,False
1059,Tennessee,1300.82,404.15,686.33,54.37,302.84,4,-1.8,Medium,True,True,0.93,False,True
1060,Pennsylvania,1281.52,117.13,280.02,92.39,234.11,7,37.42,High,False,True,9.82,False,True
1061,Louisiana,724.58,353.83,349.35,63.2,317.8,2,-1.16,High,True,False,-4.61,False,False
1062,Pennsylvania,633.29,189.45,474.51,64.26,320.38,5,-0.88,Low,False,False,8.42,False,False
1063,New Mexico,839.51,185.01,471.52,78.46,147.97,7,21.78,Medium,True,True,-3.25,True,False
1064,Pennsylvania,944.6,297.07,667.43,11.52,352.04,3,11.07,Low,True,True,4.16,True,False
1065,Oregon,509.84,137.36,607.42,52.29,141.99,3,-8.7,Medium,True,False,9.25,False,False
1066,Arkansas,1232.14,581.96,566.07,95.94,270.48,5,36.03,Medium,False,True,4.24,False,True
1067,New Hampshire,832.43,151.79,668.56,36.17,166.94,2,-6.24,Low,False,False,-2.15,False,False
1068,Illinois,634.26,242.3,200.0,29.49,190.76,1,-2.18,Medium,False,True,-1.89,False,False
1069,Georgia,338.87,165.03,451.09,60.12,326.24,6,34.86,Low,False,True,-4.55,False,False
1070,South Carolina,510.5,144.22,626.68,22.11,79.02,5,3.77,Low,True,True,0.34,False,False
1071,North Dakota,1434.07,287.43,455.69,55.59,55.42,5,30.88,Medium,True,True,3.77,False,True
1072,West Virginia,596.63,500.33,685.32,15.57,108.78,7,-1.46,High,True,False,7.15,False,False
1073,Oregon,419.52,775.28,115.23,57.98,125.92,7,-7.59,Medium,True,False,3.74,False,False
1074,North Dakota,798.87,712.89,335.56,60.24,139.04,3,1.74,Medium,True,False,8.68,False,False
1075,Texas,599.21,713.15,685.29,41.84,398.27,1,27.1,Medium,True,False,5.37,False,False
1076,Illinois,245.71,223.25,296.72,38.27,251.09,1,23.13,Medium,True,True,3.29,True,False
1077,New York,620.09,285.44,530.71,24.55,261.47,2,5.53,Low,False,False,-1.91,True,False
1078,West Virginia,907.34,153.48,69.76,33.09,339.95,1,21.67,High,False,True,6.78,False,False
1079,Florida,917.23,644.93,501.64,49.83,378.1,2,23.25,Medium,False,False,-0.46,False,False
1080,North Dakota,663.53,148.87,657.51,24.77,51.58,7,18.23,High,False,True,-0.19,False,False
1081,Vermont,781.49,489.69,298.76,78.28,435.53,7,36.78,Medium,True,True,-3.41,False,False
1082,New York,1455.17,273.51,63.84,70.9,494.8,4,29.68,Medium,True,False,-4.24,True,True
1083,Maryland,690.55,270.41,68.14,26.93,104.81,5,30.8,Medium,True,False,1.83,False,False
1084,Alabama,535.69,793.51,629.82,9.74,342.99,6,11.29,Medium,True,True,-3.16,True,False
1085,Tennessee,516.51,629.75,519.64,0.02,51.09,6,24.19,Medium,True,True,0.08,False,False
1086,West Virginia,795.09,685.86,119.35,59.67,72.06,7,-0.83,High,True,False,7.57,True,False
1087,Kentucky,1187.38,500.39,85.48,21.14,178.25,5,4.8,High,False,True,-0.06,False,True
1088,Oklahoma,467.78,709.71,573.14,1.26,430.88,2,15.12,Medium,True,False,4.31,False,False
1089,Hawaii,1122.08,551.84,576.41,35.91,343.63,2,30.81,Medium,True,False,7.76,True,True
1090,Texas,227.49,762.32,128.34,96.2,250.62,2,6.85,Medium,True,True,-2.76,True,False
1091,Florida,744.61,296.94,245.99,68.99,247.37,7,11.99,Low,False,True,9.2,False,False
1092,Alaska,1208.62,516.72,557.02,85.78,259.72,5,37.87,High,False,True,3.4,False,True
1093,Nebraska,640.35,583.09,391.52,14.47,189.96,2,4.2,Medium,True,False,6.03,False,False
1094,Colorado,932.86,375.06,671.78,7.33,444.97,5,20.9,Medium,True,False,7.87,False,False
1095,Alabama,466.47,715.8,362.69,1.15,305.54,6,-4.97,Medium,True,False,6.69,False,False
1096,Rhode Island,1164.59,785.86,490.02,95.57,267.78,7,10.58,Low,False,True,-1.38,False,True
1097,Louisiana,267.96,445.64,381.36,30.02,259.28,5,6.5,Medium,True,False,-1.23,True,False
1098,Pennsylvania,1308.31,373.45,662.93,45.95,471.12,6,-9.35,Low,True,False,-2.32,True,True
1099,Maine,457.66,430.36,309.13,39.45,375.65,7,19.26,Low,True,True,-2.07,True,False
1100,Alabama,1336.72,696.92,199.37,73.05,115.17,3,6.57,Low,False,True,7.07,True,True
1101,Virginia,658.29,551.83,262.31,31.0,246.64,7,2.58,Medium,True,False,3.41,True,False
1102,New York,1139.49,131.34,604.3,53.55,179.77,6,34.63,Medium,True,True,-3.07,False,True
1103,Alabama,614.99,479.52,373.66,99.56,494.09,3,1.48,Low,True,True,-0.36,True,False
1104,Indiana,1377.69,112.11,280.26,44.41,236.93,4,10.27,Low,True,False,-3.84,False,True
1105,Kentucky,364.63,644.97,403.77,55.13,80.54,7,37.47,Medium,True,True,7.42,False,False
1106,Florida,432.08,329.82,136.6,50.25,235.05,4,-5.98,High,True,False,4.23,False,False
1107,Texas,840.94,430.41,53.48,80.32,194.61,7,36.92,Low,False,False,-2.53,False,False
1108,Rhode Island,306.52,659.07,232.38,26.68,319.81,7,9.51,Medium,True,False,7.56,False,False
1109,Florida,454.77,132.51,443.25,17.04,151.74,7,29.55,High,True,True,8.45,True,False
1110,Hawaii,1426.9,210.98,512.59,75.41,66.19,6,7.79,Medium,True,False,5.58,False,True
1111,Hawaii,1469.44,378.57,587.3,41.56,93.15,1,10.78,Low,False,True,2.46,True,True
1112,Montana,689.14,260.95,652.33,91.37,177.42,2,11.89,Medium,True,False,6.59,True,False
1113,Florida,1400.27,336.53,317.87,64.42,206.75,6,37.34,High,True,False,0.75,True,True
1114,Ohio,908.27,798.72,531.34,56.43,425.5,6,17.51,Low,True,True,1.71,False,False
1115,Florida,550.67,677.79,98.54,7.05,171.53,5,0.84,Low,False,False,1.44,False,False
1116,Delaware,1113.12,718.73,87.39,73.04,64.17,1,20.58,Low,True,True,9.63,False,True
1117,California,1056.57,755.94,131.12,68.6,401.33,3,34.47,Low,True,True,-0.04,False,True
1118,California,1485.86,338.66,341.57,64.01,441.01,5,0.72,Medium,True,True,2.45,False,True
1119,Iowa,544.56,307.95,187.33,26.79,271.54,6,6.88,Low,True,False,8.29,False,False
1120,Oregon,1073.68,263.84,236.5,94.67,178.22,7,18.57,Low,True,True,-3.72,False,True
1121,Montana,267.63,681.08,471.12,32.17,397.46,1,39.36,Medium,True,False,-0.65,False,False
1122,North Dakota,347.74,575.69,283.04,15.22,54.0,6,13.27,Medium,True,False,6.27,True,False
1123,Illinois,205.09,265.32,412.29,98.72,465.81,3,19.22,High,True,True,6.08,True,False
1124,Nevada,1499.3,363.9,318.06,74.62,439.49,7,-3.23,High,True,True,3.35,False,True
1125,Indiana,1242.96,454.7,159.83,41.48,295.17,7,27.91,Low,True,True,5.42,True,True
1126,Alabama,1222.74,469.7,98.11,93.59,174.91,4,0.99,High,False,True,-0.75,False,True
1127,Louisiana,862.64,722.11,203.55,9.11,64.78,2,6.4,Low,False,True,4.72,True,False
1128,Arizona,590.09,366.4,87.51,8.77,499.92,7,25.48,Medium,True,True,-4.29,True,False
1129,Indiana,396.64,735.97,452.1,68.25,392.93,2,25.63,Low,True,False,9.78,False,False
1130,Nebraska,570.08,408.96,567.22,17.8,202.42,1,5.94,High,True,True,4.6,False,False
1131,Connecticut,688.76,622.46,270.83,91.71,58.67,3,32.52,Medium,False,True,-2.31,True,False
1132,Kansas,1183.2,751.18,301.62,84.04,337.68,1,29.74,Medium,True,True,5.82,False,True
1133,Tennessee,901.56,735.3,580.52,30.64,494.11,3,20.79,Low,True,False,4.59,False,False
1134,Texas,300.73,139.87,194.7,88.88,368.18,3,-1.07,Low,True,True,9.46,False,False
1135,New York,223.44,243.99,127.45,4.29,87.67,7,35.24,Medium,False,False,-0.67,False,False
1136,California,333.03,433.83,375.73,54.86,231.03,2,16.37,Medium,False,True,-4.15,False,False
1137,Alaska,733.65,402.09,470.02,93.56,99.13,4,8.82,Medium,False,True,-2.25,True,False
1138,Arizona,1413.15,548.62,439.78,85.54,460.47,4,36.36,Medium,False,True,1.28,False,True
1139,Connecticut,1028.62,761.3,514.02,35.61,198.69,5,38.58,Low,True,True,-1.44,True,True
1140,Alaska,1242.37,178.68,86.89,18.29,380.02,7,25.86,High,True,True,6.15,True,True
1141,Ohio,806.29,416.3,328.33,21.05,88.11,3,29.57,Low,True,True,-4.29,False,False
1142,Illinois,670.17,234.69,205.07,51.45,107.79,2,2.34,Low,False,False,-3.07,True,False
1143,Colorado,340.92,725.88,543.43,59.68,355.77,3,2.94,Medium,False,True,-0.37,True,False
1144,California,1338.71,775.21,617.27,3.28,429.57,6,18.46,Medium,True,False,3.4,True,True
1145,Texas,1218.11,435.09,232.87,41.36,140.65,7,39.16,Low,True,True,-0.62,False,True
1146,Hawaii,418.55,172.81,111.89,83.04,238.25,5,27.16,Medium,True,True,3.43,False,False
1147,Louisiana,865.94,649.71,214.73,44.43,328.74,6,27.3,High,False,False,-0.33,False,False
1148,Maine,833.59,588.0,117.61,16.92,408.32,2,2.88,Medium,True,False,6.4,True,False
1149,Washington,1012.62,348.27,259.57,95.49,332.69,3,10.99,Low,True,True,6.12,False,True
1150,California,1430.04,721.19,399.83,26.63,92.94,4,7.13,Low,True,True,6.85,False,True
1151,Delaware,953.7,783.08,682.89,79.84,294.27,4,5.11,Low,True,False,9.35,True,False
1152,Nebraska,902.28,490.5,309.59,19.38,448.07,5,26.56,Medium,False,True,7.39,False,False
1153,Wyoming,265.42,496.01,193.03,42.32,440.61,7,-5.01,Low,True,True,7.43,False,False
1154,Tennessee,281.78,308.26,158.42,49.04,313.26,6,-1.73,Medium,True,True,0.72,False,False
1155,Indiana,443.55,509.15,162.48,50.06,498.06,4,10.61,Low,True,False,-0.33,True,False
1156,Arizona,242.21,407.75,175.19,51.65,97.31,3,5.14,Medium,True,False,-1.67,False,False
1157,Arkansas,1166.36,311.53,545.47,22.49,265.37,5,35.17,Medium,True,False,1.66,True,True
1158,North Carolina,1140.33,147.03,89.67,51.59,398.81,6,0.02,High,True,True,0.64,True,True
1159,South Carolina,376.87,276.9,698.31,48.17,113.47,1,2.44,Low,True,False,-1.68,False,False
1160,Oregon,1286.9,238.5,389.75,20.87,487.74,5,-1.1,Medium,True,True,-4.97,True,True
1161,North Dakota,401.22,479.43,403.78,98.82,209.32,4,32.92,Low,False,True,1.83,True,False
1162,Montana,591.53,521.17,282.42,86.56,207.56,2,0.1,High,False,True,9.71,True,False
1163,Idaho,523.67,526.0,498.67,88.76,145.94,5,7.6,Medium,True,False,5.95,True,False
1164,Georgia,684.0,371.73,356.45,68.56,179.61,3,23.47,Medium,False,True,9.09,False,False
1165,Texas,531.06,394.86,263.89,15.99,309.92,6,-6.12,Medium,True,False,2.5,False,False
1166,Nebraska,835.64,683.97,222.34,56.81,243.21,5,30.83,High,True,False,9.8,True,False
1167,Oregon,729.63,433.36,651.67,82.14,137.02,4,25.31,Low,False,True,-2.01,True,False
1168,Alabama,1482.54,791.44,239.14,3.87,414.11,5,3.05,Medium,True,True,3.29,True,True
1169,Maryland,272.7,407.73,333.66,49.58,78.01,3,9.59,Low,False,False,-1.09,False,False
1170,Louisiana,384.84,554.71,277.72,39.61,425.59,3,21.0,Medium,False,True,-1.57,False,False
1171,Washington,268.67,135.25,106.02,21.21,173.72,4,37.32,High,False,True,9.03,False,False
1172,Colorado,1013.59,557.34,170.86,37.83,273.16,7,21.46,Low,False,True,3.65,True,True
1173,Connecticut,270.86,696.0,173.18,98.35,221.48,3,2.65,Low,True,True,-3.75,True,False
1174,Colorado,1287.37,759.72,500.87,72.32,306.77,4,14.12,Low,True,False,0.51,True,True
1175,New Hampshire,865.52,798.12,314.28,29.95,408.2,5,12.48,Medium,True,True,7.57,True,False
1176,California,885.11,297.53,558.28,60.54,495.19,5,16.63,Medium,True,False,-3.59,True,False
1177,South Dakota,930.07,502.76,510.82,24.67,187.73,1,15.95,Low,True,True,-4.67,False,False
1178,Utah,422.06,415.5,174.83,61.08,299.21,4,8.2,Low,True,True,7.69,True,False
1179,Washington,457.0,494.67,415.9,89.62,259.7,2,33.59,Medium,True,True,5.22,True,False
1180,West Virginia,614.46,210.22,532.89,55.69,499.52,4,6.51,Medium,True,True,-3.95,False,False
1181,Arizona,971.55,699.3,461.48,73.33,414.01,5,16.5,Medium,False,True,-2.24,False,False
1182,Maryland,473.15,736.7,440.01,45.33,228.69,6,3.04,Medium,True,True,-3.94,False,False
1183,California,351.23,414.76,530.75,52.41,264.6,5,11.74,Medium,False,False,-3.96,False,False
1184,Delaware,1461.15,296.3,86.91,69.51,160.68,3,24.07,Low,True,True,8.5,True,True
1185,Alabama,228.58,198.58,525.42,81.24,389.86,1,27.89,High,False,True,6.3,False,False
1186,Pennsylvania,1243.51,578.64,227.23,65.95,430.35,2,30.31,Medium,True,False,2.69,False,True
1187,Ohio,1224.45,318.56,421.72,97.75,484.24,7,26.84,Low,True,False,-0.22,False,True
1188,Arkansas,586.38,736.68,207.5,81.98,304.62,1,13.34,High,True,True,4.17,True,False
1189,California,376.31,569.71,595.23,77.72,351.81,4,-8.13,High,True,False,-0.72,False,False
1190,Florida,389.32,551.98,362.36,84.51,250.73,6,16.22,Low,False,False,-2.87,False,False
1191,Delaware,1106.66,491.58,467.91,28.12,324.11,4,-7.24,Medium,False,True,2.3,False,True
1192,Oklahoma,1035.65,132.04,566.15,43.2,206.94,5,38.32,Low,True,True,7.68,True,True
1193,Washington,1217.57,752.35,631.95,56.45,381.96,3,8.9,Medium,False,True,5.27,True,True
1194,Mississippi,1418.73,539.56,525.84,46.24,60.22,2,15.18,Medium,True,True,6.77,False,True
1195,Minnesota,1099.51,795.84,146.7,84.75,62.81,7,-3.52,High,False,True,-2.32,False,True
1196,Georgia,402.61,476.15,605.45,2.71,372.25,6,39.79,Medium,True,True,9.42,False,False
1197,Louisiana,516.48,597.08,452.08,20.92,468.81,3,14.61,Medium,True,False,-3.87,True,False
1198,South Carolina,1294.85,139.35,446.14,88.17,334.51,2,4.91,Medium,True,False,2.66,True,True
